Šifra naselja;Naziv naselja;Poštanski ured;Minimalni rok uručenja;Maksimalna masa (g);Dostava subotom;Dostava u određeno vrijeme
1001;Sljeme;10000; ; ; ; 
1002;Zagreb-dio;10000; ; ; ; 
1003;Buzin ;10010;2 (drugi dan do 15 sati); ; ; 
1004;Veliko Polje;10010;2 (drugi dan do 15 sati); ; ; 
1005;Zagreb-dio;10010; ; ; ; 
1006;Botinec ;10020;2 (drugi dan do 15 sati); ; ; 
1007;Donji Čehi ;10020;2 (drugi dan do 15 sati); ; ; 
1008;Gornji Čehi;10020;2 (drugi dan do 15 sati); ; ; 
1009;Hrašće Turopoljsko;10020;2 (drugi dan do 15 sati); ; ; 
1010;Mala Mlaka;10020;2 (drugi dan do 15 sati); ; ; 
1011;Odra;10020;2 (drugi dan do 15 sati); ; ; 
1012;Odranski Obrež ;10020;2 (drugi dan do 15 sati); ; ; 
1013;Strmec;10020;2 (drugi dan do 15 sati); ; ; 
1014;Zagreb-dio;10020; ; ; ; 
1015;Zagreb-dio;10040; ; ; ; 
1016;Zagreb-dio;10090; ; ; ; 
8047;Zagreb-dio;10104; ; ;Ne;Ne
8048;Zagreb-dio;10105; ; ;Ne;Ne
8049;Zagreb-dio;10108; ; ;Ne;Ne
8052;Zagreb-dio;10109; ; ;Ne;Ne
1017;Zagreb-Trešnjevka;10110; ; ; ; 
8050;Zagreb-dio;10135; ; ;Ne;Ne
7987;Zagreb-dio;10147; ; ;Ne;Ne
1018;Ježdovec ;10250;2 (drugi dan do 15 sati); ;Ne;Ne
1019;Lučko;10250; ; ; ; 
1032;Donji Stupnik ;10255;2 (drugi dan do 15 sati); ;Ne;Ne
1033;Gornji Stupnik;10255; ; ; ; 
1034;Obrež Stupnički ;10255;2 (drugi dan do 15 sati); ;Ne;Ne
1569;Horvati ;10255;2 (drugi dan do 15 sati); ;Ne;Ne
1570;Kalinovica;10255;2 (drugi dan do 15 sati); ;Ne;Ne
1571;Rakov Potok ;10255;2 (drugi dan do 15 sati); ;Ne;Ne
1572;Žitarka;10255;2 (drugi dan do 15 sati); ;Ne;Ne
1020;Demerje ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1021;Hrvatski Leskovac ;10257; ; ; ; 
1022;Bukovčak ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1023;Donji Dragonožec ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1024;Donji Trupci;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1025;Gornji Dragonožec;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1026;Gornji Trupci ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1029;Havidić Selo ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1030;Lipnica ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1035;Brezovica ;10257; ; ;Ne;Ne
1036;Brebernica;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1037;Desprim ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1038;Drežnik Brezovički;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1039;Goli Breg ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1040;Graničari;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1041;Hudi Bitek;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1042;Kupinečki Kraljevec;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1043;Stavjak ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1044;Zadvorsko ;10257;2 (drugi dan do 15 sati); ;Ne;Ne
1045;Ivanec Bistranski ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1046;Lužnica;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1047;Šibice ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1048;Zaprešić;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1075;Bregovljana ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1076;Celine Pušćanske;10290;4 (treći dan do 20 sati); ;Ne;Ne
1077;Donja Pušća ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1078;Dubrava Pušćanska ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1079;Gornja Pušća;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1080;Hrebine ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1081;Hruševec Pušćanski ;10290;4 (treći dan do 20 sati); ;Ne;Ne
1082;Marija Magdalena;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1083;Pojatno ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1084;Žlebec Gorički;10290;4 (treći dan do 20 sati); ;Ne;Ne
1085;Žlebec Pušćanski ;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1100;Jablanovec;10290;2 (drugi dan do 15 sati); ;Ne;Ne
1049;Brdovec ;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1050;Drenje Brdovečko ;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1051;Javorje ;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1052;Prigorje Brdovečko ;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1053;Prudnice;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1054;Savski Marof;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1055;Trstenik Pušćanski;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1056;Zdenci Brdovečki ;10291;2 (drugi dan do 15 sati); ;Ne;Ne
1057;Donji Laduč;10292;4 (treći dan do 20 sati); ;Ne;Ne
1058;Gornji Laduč ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1059;Harmica ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1060;Ključ Brdovečki ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1061;Šenkovec ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1062;Vukovo Selo ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1063;Bela Gorica ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1064;Bobovec Rozganski ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1065;Donji Čemehovec;10292;4 (treći dan do 20 sati); ;Ne;Ne
1066;Dubravica ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1067;Kraj Gornji -južni dio ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1068;Kraj Gornji -sjeverni dio ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1069;Lugarski Breg ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1070;Lukavec Sutlanski ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1071;Pologi;10292;4 (treći dan do 20 sati); ;Ne;Ne
1072;Prosinec;10292;4 (treći dan do 20 sati); ;Ne;Ne
1073;Rozga ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1074;Vučilčevo ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1104;Hrastina Brdovečka ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1105;Kraj Donji;10292;4 (treći dan do 20 sati); ;Ne;Ne
1106;Križ Brdovečki;10292;4 (treći dan do 20 sati); ;Ne;Ne
1107;Marija Gorica ;10292;4 (treći dan do 20 sati); ;Ne;Ne
1108;Oplaznik;10292;4 (treći dan do 20 sati); ;Ne;Ne
1086;Hruševec Kupljenski;10297;4 (treći dan do 20 sati); ;Ne;Ne
1087;Kupljenovo;10297;4 (treći dan do 20 sati); ;Ne;Ne
1088;Merenje ;10297;4 (treći dan do 20 sati); ;Ne;Ne
1089;Krajska Vas ;10297;4 (treći dan do 20 sati); ;Ne;Ne
1090;Luka;10297;4 (treći dan do 20 sati); ;Ne;Ne
1091;Pluska;10297;4 (treći dan do 20 sati); ;Ne;Ne
1092;Vadina;10297;4 (treći dan do 20 sati); ;Ne;Ne
1093;Žejinci;10297;4 (treći dan do 20 sati); ;Ne;Ne
1094;Igrišće ;10297;4 (treći dan do 20 sati); ;Ne;Ne
1095;Jakovlje;10297;4 (treći dan do 20 sati); ;Ne;Ne
1096;Kraljev Vrh ;10297;4 (treći dan do 20 sati); ;Ne;Ne
1097;Bukovje Bistransko;10298;4 (treći dan do 20 sati); ;Ne;Ne
1098;Donja Bistra;10298;2 (drugi dan do 15 sati); ;Ne;Ne
1099;Gornja Bistra ;10298;2 (drugi dan do 15 sati); ;Ne;Ne
1101;Novaki Bistranski ;10298;4 (treći dan do 20 sati); ;Ne;Ne
1102;Oborovo Bistransko;10298;4 (treći dan do 20 sati); ;Ne;Ne
1103;Poljanica Bistranska;10298;4 (treći dan do 20 sati); ;Ne;Ne
1109;Donji Šarampov ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1110;Ivanić Grad;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1111;Jalševec Breški ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1112;Lepšić;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1113;Opatinec;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1114;Šemovec Breški;10310;4 (treći dan do 20 sati); ;Ne;Ne
1115;Greda Breška ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1116;Zelina Breška;10310;4 (treći dan do 20 sati); ;Ne;Ne
1117;Trebovec;10310;4 (treći dan do 20 sati); ;Ne;Ne
1118;Tarno ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1119;Posavski Bregi;10310;4 (treći dan do 20 sati); ;Ne;Ne
1120;Zaklepica ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1121;Bešlinec ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1122;Čemernica Lonjska;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1123;Donja Obreška;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1124;Gornja Obreška ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1125;Kloštar Ivanić;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1126;Križci ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1127;Lipovec Lonjski ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1128;Predavec;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1129;Sobočani ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1130;Stara Marča;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1131;Šćapovec;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1132;Caginec ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1133;Deanovec;10310;4 (treći dan do 20 sati); ;Ne;Ne
1134;Derežani ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1135;Deanovečko Brdo;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1136;Grabersko Brdo;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1137;Graberje Ivanićko;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1138;Prkos Ivanićki ;10310;2 (drugi dan do 15 sati); ;Ne;Ne
1139;Šumećani;10310;4 (treći dan do 20 sati); ;Ne;Ne
1140;Bunjani ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1141;Donji Prnjarovec;10310;4 (treći dan do 20 sati); ;Ne;Ne
1142;Gornji Prnjarovec ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1143;Johovec ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1144;Križ ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1145;Mala Hrastilnica;10310;4 (treći dan do 20 sati); ;Ne;Ne
1146;Širinec;10310;4 (treći dan do 20 sati); ;Ne;Ne
1147;Šušnjari;10310;4 (treći dan do 20 sati); ;Ne;Ne
1148;Velika Hrastilnica;10310;4 (treći dan do 20 sati); ;Ne;Ne
1149;Konšćani;10310;4 (treći dan do 20 sati); ;Ne;Ne
1150;Novoselec ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1151;Obedišće;10310;4 (treći dan do 20 sati); ;Ne;Ne
1152;Okešinec ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1153;Razljev ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1154;Rečica Kriška ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1155;Vezišće ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1156;Lijevi Dubrovčak ;10310;4 (treći dan do 20 sati); ;Ne;Ne
1157;Prerovec;10310;4 (treći dan do 20 sati); ;Ne;Ne
1158;Banovo;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1159;Brčevec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1160;Celine;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1161;Cerik ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1162;Cerje ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1163;Dijaneš;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1164;Đivan;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1165;Gaj ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1166;Gostović ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1167;Graberanec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1168;Hruškovica ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1169;Konak ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1170;Krkač;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1171;Kućari ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1172;Lovrečka Varoš;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1173;Lovrečka Velika;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1174;Luka;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1175;Lukovo;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1176;Marenić;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1177;Martinska Ves ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1178;Naselje Stjepana Radića;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1179;Novo Selo ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1180;Podolec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1181;Poljana ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1182;Poljanski Lug ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1183;Prilesje;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1184;Savska Cesta;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1185;Topolovec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1186;Vrbovec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1187;Vrbovečki Pavlovec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1188;Dulepska;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1189;Greda ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1190;Lonjica ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1191;Negovec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1192;Peskovec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1193;Pirakovec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1234;Buzadovac ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1235;Cugovec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1236;Festinec;10340;4 (treći dan do 20 sati); ;Ne;Ne
1237;Grabrić;10340;4 (treći dan do 20 sati); ;Ne;Ne
1238;Gradec;10340;4 (treći dan do 20 sati); ;Ne;Ne
1239;Gradečki Pavlovec;10340;4 (treći dan do 20 sati); ;Ne;Ne
1240;Lubena;10340;4 (treći dan do 20 sati); ;Ne;Ne
1241;Mali Brezovec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1242;Podjales;10340;4 (treći dan do 20 sati); ;Ne;Ne
1243;Pokasin ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1244;Potočec;10340;4 (treći dan do 20 sati); ;Ne;Ne
1245;Remetinec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1246;Repinec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1247;Salajci ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1248;Tučenik;10340;4 (treći dan do 20 sati); ;Ne;Ne
1249;Veliki Brezovec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1250;Zabrđe ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1251;Gornjaki;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1252;Kamenica;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1253;Kraljev Vrh ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1254;Krušljevac ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1255;Ledina;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1256;Pogančec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1257;Preseka ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1258;Slatina ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1259;Strmec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1260;Donja Velika;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1261;Srednja Velika;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1262;Gornja Velika ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1263;Vinkovec /dio/;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1264;Žabnjak;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1265;Žunci;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1266;Baničevec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1267;Brezani ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1268;Dropčevec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1269;Dvorišće;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1270;Goli Vrh;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1271;Hruškovec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1272;Hudovo;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1273;Kolenica;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1274;Lipnica ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1275;Mlaka ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1276;Rakovec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1277;Samoborec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1278;Šelovec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1279;Valetić;10340;2 (drugi dan do 15 sati); ;Ne;Ne
1280;Vrhovec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
4013;Donji Tkalec;10340;2 (drugi dan do 15 sati); ;Ne;Ne
4016;Gornji Tkalec ;10340;2 (drugi dan do 15 sati); ;Ne;Ne
4017;Graberščak;10340;2 (drugi dan do 15 sati); ;Ne;Ne
4026;Srednji Dubovec ;10340;4 (treći dan do 20 sati); ;Ne;Ne
1194;Bađinec;10342;4 (treći dan do 20 sati); ;Ne;Ne
1195;Brezje;10342;4 (treći dan do 20 sati); ;Ne;Ne
1196;Donji Marinkovac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1197;Donji Vukašinac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1198;Dubrava ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1199;Dubravski Markovac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1200;Gornji Marinkovac ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1201;Gornji Vukašinac ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1202;Graberec;10342;4 (treći dan do 20 sati); ;Ne;Ne
1203;Koritna ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1204;Kostanj ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1205;Ladina;10342;4 (treći dan do 20 sati); ;Ne;Ne
1206;Mostari ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1207;Novaki;10342;4 (treći dan do 20 sati); ;Ne;Ne
1208;Paruževac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1209;Pehardovac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1210;Podlužan ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1211;Radulec ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1212;Svinjarec ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1213;Zetkan;10342;4 (treći dan do 20 sati); ;Ne;Ne
1214;Zgališće;10342;4 (treći dan do 20 sati); ;Ne;Ne
1215;Zvekovac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1216;Žukovec;10342;4 (treći dan do 20 sati); ;Ne;Ne
1217;Fuka;10342;4 (treći dan do 20 sati); ;Ne;Ne
1218;Habjanovac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1219;Haganj;10342;4 (treći dan do 20 sati); ;Ne;Ne
1220;Nova Kapela ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1221;Stara Kapela;10342;4 (treći dan do 20 sati); ;Ne;Ne
1222;Stari Glog;10342;4 (treći dan do 20 sati); ;Ne;Ne
1223;Žabnica;10342;4 (treći dan do 20 sati); ;Ne;Ne
1224;Bolč ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1225;Brezine ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1226;Donji Markovac;10342;4 (treći dan do 20 sati); ;Ne;Ne
1227;Farkaševac ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1228;Ivančani ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1229;Kabal ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1230;Mački;10342;4 (treći dan do 20 sati); ;Ne;Ne
1231;Majur ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1232;Prašćevac ;10342;4 (treći dan do 20 sati); ;Ne;Ne
1233;Zvonik;10342;4 (treći dan do 20 sati); ;Ne;Ne
1358;Budenec ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1359;Dobrodol;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1360;Goranec ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1361;Kućanec;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1362;Markovo Polje ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1363;Popovec ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1364;Sesvete ;10360; ; ; ; 
1365;Soblinec;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1366;Šašinovec ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1367;Šimunčevec;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1368;Vuger Selo;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1369;Vugrovec Donji;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1370;Vugrovec Gornji ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1371;Žerjavinec ;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1398;Hruščica;10360;2 (drugi dan do 15 sati); ;Ne;Ne
1399;Ivanja Reka ;10360; ; ;Ne;Ne
1372;Cerje ;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1373;Čista Mlaka;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1374;Drenčec;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1375;Dumovec ;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1376;Glavničica ;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1377;Novo Svibje ;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1378;Novaki Nartski;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1379;Otok Nartski;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1380;Otok Svibovski;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1381;Sop ;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1382;Sesvetski Kraljevec ;10361;2 (drugi dan do 15 sati); ; ; 
1383;Struga Nartska;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1384;Svibje;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1385;Trstenik Nartski;10361;2 (drugi dan do 15 sati); ;Ne;Ne
1281;Adamovec;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1282;Belovar ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1283;Glavnica Donja;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1284;Glavnica Gornja ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1285;Jasenovec ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1286;Lužan;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1287;Moravče;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1386;Blaguša;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1387;Đurđekovec;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1388;Gajec ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1389;Kašina ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1390;Kašinska Sopnica ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1391;Kučilovina ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1392;Paruževina ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1393;Planina Donja ;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1394;Planina Gornja;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1395;Prekvršje;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1396;Prepuštovec;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1397;Vurnovec;10362;2 (drugi dan do 15 sati); ;Ne;Ne
1748;Andrilovec;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1749;Božjakovina;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1750;Brckovljani ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1751;Črnec Dugoselski ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1752;Črnec Rugvički;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1753;Donja Greda ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1754;Donje Dvorišće;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1755;Dragošička;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1756;Dugo Selo ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1757;Gornja Greda;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1758;Gornje Dvorišće ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1759;Gračec ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1760;Hrebinec;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1761;Jalševec Nartski ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1762;Ježevo ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1763;Kopčevec ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1764;Kozinščak ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1765;Kusanovec ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1766;Leprovica ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1767;Lukarišće ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1768;Lupoglav;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1769;Mala Ostrna ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1770;Nart Savski ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1771;Obedišće Ježevsko;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1772;Okunšćak;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1773;Prečec ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1774;Prikraj ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1775;Prozorje;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1776;Puhovo;10370;2 (drugi dan do 15 sati); ;Ne;Ne
