Šifra naselja;Naziv naselja;Poštanski ured;Minimalni rok uručenja;Maksimalna masa (g);Dostava subotom;Dostava u određeno vrijeme
1777;Rugvica ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1778;Stančić ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1779;Štakorovec ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1780;Tedrovec;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1781;Velika Ostrna ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1782;Novaki Oborovski;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1783;Oborovo ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1784;Prečno ;10370;4 (treći dan do 20 sati); ;Ne;Ne
1785;Preseka Oborovska ;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1786;Prevlaka;10370;2 (drugi dan do 15 sati); ;Ne;Ne
1288;Berislavec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1289;Biškupec Zelinski;10380;2 (drugi dan do 15 sati); ;Ne;Ne
1290;Blaževdol;10380;2 (drugi dan do 15 sati); ;Ne;Ne
1291;Breg Mokrički;10380;4 (treći dan do 20 sati); ;Ne;Ne
1292;Črečan;10380;4 (treći dan do 20 sati); ;Ne;Ne
1293;Donja Topličica;10380;4 (treći dan do 20 sati); ;Ne;Ne
1294;Donje Orešje ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1295;Donje Psarjevo;10380;4 (treći dan do 20 sati); ;Ne;Ne
1296;Gornja Topličica ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1297;Gornje Orešje;10380;4 (treći dan do 20 sati); ;Ne;Ne
1298;Gornje Psarjevo ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1299;Hrastje ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1300;Kalinje ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1301;Kladešćica;10380;2 (drugi dan do 15 sati); ;Ne;Ne
1302;Kreča Ves;10380;4 (treći dan do 20 sati); ;Ne;Ne
1303;Marinovec Zelinski;10380;4 (treći dan do 20 sati); ;Ne;Ne
1304;Polonje ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1305;Novo Mjesto ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1306;Obrež Zelinski ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1307;Prepolno;10380;4 (treći dan do 20 sati); ;Ne;Ne
1308;Pretoki ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1309;Selnica Psarjevačka;10380;4 (treći dan do 20 sati); ;Ne;Ne
1310;Sveti Ivan Zelina ;10380;2 (drugi dan do 15 sati); ;Ne;Ne
1311;Šalovec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1312;Šulinec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1313;Velika Gora ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1314;Žitomir;10380;4 (treći dan do 20 sati); ;Ne;Ne
1315;Bedenica;10380;4 (treći dan do 20 sati); ;Ne;Ne
1316;Beloslavec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1317;Bosna ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1318;Omamno;10380;4 (treći dan do 20 sati); ;Ne;Ne
1319;Otrčkovec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1320;Novakovec Bisaški;10380;4 (treći dan do 20 sati); ;Ne;Ne
1321;Turkovčina ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1322;Banje Selo;10380;4 (treći dan do 20 sati); ;Ne;Ne
1323;Blaškovec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1324;Brezovec Zelinski ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1325;Bukevje ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1326;Bukovec Zelinski;10380;4 (treći dan do 20 sati); ;Ne;Ne
1327;Bunjak;10380;4 (treći dan do 20 sati); ;Ne;Ne
1328;Curkovec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1329;Donja Drenova ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1330;Donja Zelina;10380;2 (drugi dan do 15 sati); ;Ne;Ne
1331;Goričanec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1332;Goričica ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1333;Gornja Drenova;10380;4 (treći dan do 20 sati); ;Ne;Ne
1334;Hrnjanec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1335;Križevčec ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1336;Laktec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1337;Majkovec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1338;Nespeš ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1339;Paukovec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1340;Suhodol Zelinski;10380;4 (treći dan do 20 sati); ;Ne;Ne
1341;Sveta Helena;10380;4 (treći dan do 20 sati); ;Ne;Ne
1342;Vukovje Zelinsko;10380;4 (treći dan do 20 sati); ;Ne;Ne
1343;Dubovec Bisaški;10380;4 (treći dan do 20 sati); ;Ne;Ne
1344;Filipovići ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1345;Gornji Vinkovec ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1346;Keleminovec ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1347;Komin ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1348;Mokrica Tomaševečka ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1349;Zadrkovec ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1350;Šurdovec ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1351;Omamno Komin;10380;4 (treći dan do 20 sati); ;Ne;Ne
1352;Polonje Tomaševečko ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1353;Radoišće;10380;4 (treći dan do 20 sati); ;Ne;Ne
1354;Salnik;10380;4 (treći dan do 20 sati); ;Ne;Ne
1355;Tomaševec;10380;4 (treći dan do 20 sati); ;Ne;Ne
1356;Vinkovec /dio/;10380;4 (treći dan do 20 sati); ;Ne;Ne
1357;Zrinšćina ;10380;4 (treći dan do 20 sati); ;Ne;Ne
1027;Gudci ;10410;4 (treći dan do 20 sati); ; ; 
1031;Markuševec Turopoljski ;10410;4 (treći dan do 20 sati); ; ; 
1400;Velika Mlaka;10410; ; ; ; 
1401;Bapče;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1402;Črnkovec ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1403;Drenje Šćitarjevsko ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1404;Gradići;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1405;Kobilić;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1406;Lazi Turopoljski;10410;4 (treći dan do 20 sati); ;Ne;Ne
1407;Lekneno ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1408;Mala Kosnica;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1409;Mičevec;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1410;Mraclin ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1411;Novaki Šćitarjevski ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1412;Obrezina;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1413;Okuje ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1414;Petina;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1415;Petrovina Turopoljska ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1416;Sasi;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1417;Selnica ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1418;Strmec Bukevski ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1419;Šćitarjevo;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1420;Trnje ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1421;Velika Gorica ;10410; ; ; ; 
1422;Velika Kosnica;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1423;Zablatje Posavsko ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1424;Bukevje ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1425;Čret Posavski;10410;4 (treći dan do 20 sati); ;Ne;Ne
1426;Drnek ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1427;Obed;10410;4 (treći dan do 20 sati); ;Ne;Ne
1428;Orle;10410;4 (treći dan do 20 sati); ;Ne;Ne
1429;Ruča ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1430;Sop Bukevski;10410;4 (treći dan do 20 sati); ;Ne;Ne
1431;Stružec Posavski ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1432;Suša ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1433;Veleševec;10410;4 (treći dan do 20 sati); ;Ne;Ne
1434;Vrbovo Posavsko ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1435;Donja Lomnica ;10410;2 (drugi dan do 15 sati); ; ; 
1436;Gornja Lomnica;10410;2 (drugi dan do 15 sati); ; ; 
1437;Lukavec ;10410;4 (treći dan do 20 sati); ; ; 
1438;Barbarići Kravarski;10410;4 (treći dan do 20 sati); ;Ne;Ne
1439;Čakanec;10410;4 (treći dan do 20 sati); ;Ne;Ne
1440;Donji Hruševec ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1441;Gladovec Kravarski;10410;4 (treći dan do 20 sati); ;Ne;Ne
1442;Gornji Hruševec;10410;4 (treći dan do 20 sati); ;Ne;Ne
1443;Ključić Brdo;10410;4 (treći dan do 20 sati); ;Ne;Ne
1444;Krušak ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1445;Kozjača;10410;4 (treći dan do 20 sati); ;Ne;Ne
1446;Kravarsko ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1447;Mala Buna ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1448;Novo Brdo ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1449;Opatija ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1450;Podvornica;10410;4 (treći dan do 20 sati); ;Ne;Ne
1451;Pustike ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1452;Šiljakovina;10410;4 (treći dan do 20 sati); ;Ne;Ne
1453;Velika Buna ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1454;Žitkovčica;10410;4 (treći dan do 20 sati); ;Ne;Ne
1470;Donje Podotočje;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1471;Jagodno ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1472;Lazina Čička;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1473;Novo Čiče ;10410; ; ;Ne;Ne
1474;Poljana Čička ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1475;Ribnica ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1476;Buševec;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1477;Novo Selo ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1478;Ogulinac;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1479;Turopolje ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1480;Cerovski Vrh;10410;4 (treći dan do 20 sati); ;Ne;Ne
1481;Cvetković Brdo ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1482;Dubranec;10410;4 (treći dan do 20 sati); ;Ne;Ne
1483;Gustelnica;10410;4 (treći dan do 20 sati); ;Ne;Ne
1484;Jerebić;10410;4 (treći dan do 20 sati); ;Ne;Ne
1485;Petrovec;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1486;Prvonožina ;10410;4 (treći dan do 20 sati); ;Ne;Ne
1487;Vukomerić;10410;4 (treći dan do 20 sati); ;Ne;Ne
1488;Gornje Podotočje ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1489;Kuče ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1490;Rakitovec ;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1491;Staro Čiče;10410;2 (drugi dan do 15 sati); ;Ne;Ne
1492;Vukovina;10410; ; ; ; 
1455;Auguštanovec ;10414;4 (treći dan do 20 sati); ;Ne;Ne
1456;Vikend naselje;10414;4 (treći dan do 20 sati); ;Ne;Ne
1457;Cerje Pokupsko;10414;4 (treći dan do 20 sati); ;Ne;Ne
1458;Cvetnić Brdo ;10414;4 (treći dan do 20 sati); ;Ne;Ne
1459;Gladovec Pokupski ;10414;4 (treći dan do 20 sati); ;Ne;Ne
1460;Hotnja;10414;4 (treći dan do 20 sati); ;Ne;Ne
1461;Lijevi Degoj;10414;4 (treći dan do 20 sati); ;Ne;Ne
1462;Lijevi Štefanki;10414;4 (treći dan do 20 sati); ;Ne;Ne
1463;Lukinić Brdo ;10414;4 (treći dan do 20 sati); ;Ne;Ne
1464;Opatija ;10414;4 (treći dan do 20 sati); ;Ne;Ne
1465;Pokupsko;10414;4 (treći dan do 20 sati); ;Ne;Ne
1466;Roženica ;10414;4 (treći dan do 20 sati); ;Ne;Ne
1467;Strezojevo;10414;4 (treći dan do 20 sati); ;Ne;Ne
1468;Šestak Brdo;10414;4 (treći dan do 20 sati); ;Ne;Ne
1469;Zgurić Brdo;10414;4 (treći dan do 20 sati); ;Ne;Ne
1493;Bobovica;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1494;Braslovje ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1495;Bradišće;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1496;Bukovje Podvrško ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1497;Celine Samoborske ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1498;Cerinski Breg ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1499;Cerje Samoborsko;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1500;Domaslovec;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1501;Draganje Selo ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1502;Dragonoš ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1503;Dubrava Samoborska;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1504;Farkaševec Samoborski;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1505;Gradna;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1506;Gregurić Breg;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1507;Hrastina Samoborska ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1508;Kladje;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1509;Kotari;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1510;Mala Rakovica ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1511;Mali Lipovec;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1512;Manja Vas ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1513;Medsave ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1514;Molvice ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1515;Prekrižje Plešivičko ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1516;Rude;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1517;Samobor ;10430; ; ; ; 
1518;Samoborski Otok ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1519;Savršćak;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1520;Slani Dol ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1521;Slapnica;10430;4 (treći dan do 20 sati); ;Ne;Ne
1522;Slavagora ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1523;Smerovišće;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1524;Šipački Breg;10430;4 (treći dan do 20 sati); ;Ne;Ne
1525;Velika Rakovica ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1526;Veliki Lipovec;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1527;Vratnik Samoborski;10430;4 (treći dan do 20 sati); ;Ne;Ne
1528;Vrbovec Samoborski;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1529;Vrhovčak ;10430;2 (drugi dan do 15 sati); ;Ne;Ne
1538;Beder ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1539;Bregana ;10430;2 (drugi dan do 15 sati); ; ; 
1540;Breganica ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1541;Grdanjci;10430;4 (treći dan do 20 sati); ;Ne;Ne
1542;Jarušje;10430;4 (treći dan do 20 sati); ;Ne;Ne
1543;Javorek ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1544;Klokočevac Samoborski;10430;2 (drugi dan do 15 sati); ; ; 
1545;Kostanjevec Podvrški ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1546;Kravljak;10430;4 (treći dan do 20 sati); ;Ne;Ne
1547;Lug Samoborski;10430;2 (drugi dan do 15 sati); ; ; 
1548;Mala Jazbina;10430;2 (drugi dan do 15 sati); ; ; 
1549;Noršić Selo ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1550;Otruševec;10430;2 (drugi dan do 15 sati); ; ; 
1551;Podvrh;10430;2 (drugi dan do 15 sati); ; ; 
1552;Poklek;10430;4 (treći dan do 20 sati); ;Ne;Ne
1553;Selce Žumberačko;10430;4 (treći dan do 20 sati); ;Ne;Ne
1554;Stojdraga ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1555;Velika Jazbina;10430;2 (drugi dan do 15 sati); ; ; 
1556;Višnjevac Podvrški;10430;4 (treći dan do 20 sati); ;Ne;Ne
1559;Dolec Podokićki;10430;4 (treći dan do 20 sati); ;Ne;Ne
1560;Drežnik Podokićki ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1561;Falašćak;10430;4 (treći dan do 20 sati); ;Ne;Ne
1562;Galgovo ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1563;Klake ;10430;4 (treći dan do 20 sati); ;Ne;Ne
1564;Konšćica;10430;4 (treći dan do 20 sati); ;Ne;Ne
1565;Podgrađe Podokićko;10430;4 (treći dan do 20 sati); ;Ne;Ne
1566;Sveti Martin pod Okićem;10430;4 (treći dan do 20 sati); ;Ne;Ne
1530;Brezje Samoborsko ;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1531;Jagnjić Dol;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1532;Kerestinec;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1533;Mala Gorica ;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1535;Srebrenjak;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1536;Sveta Nedjelja;10431; ; ; ;Ne
1537;Svetonedjeljski Breg;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1557;Orešje ;10431;2 (drugi dan do 15 sati); ;Ne;Ne
1558;Strmec Samoborski ;10431; ; ;Ne;Ne
1534;Novaki Samoborski ;10437;2 (drugi dan do 15 sati); ;Ne;Ne
1567;Bestovje;10437; ; ;Ne;Ne
1568;Rakitje ;10437;2 (drugi dan do 15 sati); ;Ne;Ne
1573;Beter ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1574;Brebrovac ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1575;Brezari ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1576;Breznik Plešivički;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1577;Crna Mlaka;10450;4 (treći dan do 20 sati); ;Ne;Ne
1578;Cvetković;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1579;Čabdin ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1580;Čeglje ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1581;Črnilovec;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1582;Domagović;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1583;Donja Purgarija ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1584;Donja Reka;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1586;Donji Desinec ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1587;Dragovanščak;10450;4 (treći dan do 20 sati); ;Ne;Ne
1588;Goli Vrh;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1589;Goljak;10450;4 (treći dan do 20 sati); ;Ne;Ne
1590;Gonjeva ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1591;Gornja Purgarija;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1592;Gornja Reka ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1594;Gornji Desinec;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1595;Guci Draganički;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1596;Hrastje Plešivičko;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1597;Hrašća;10450;4 (treći dan do 20 sati); ;Ne;Ne
1598;Izimje;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1599;Jastrebarsko;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1600;Jurjevčani ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1601;Klinča Sela;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1602;Kozlikovo ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1604;Lokošin Dol;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1605;Malunje ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1606;Novaki Petrovinski;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1607;Novo Selo Okićko ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1608;Okrug ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1609;Orešje Okićko ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1610;Pavlovčani ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1611;Pavučnjak;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1612;Petkov Breg ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1613;Petrovina ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1614;Plešivica;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1615;Poljanica Okićka ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1616;Prhoć;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1617;Prilipje;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1618;Rastoki ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1619;Repišće ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1620;Slavetić ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1621;Stankovo;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1622;Tržić ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1623;Vlaškovec;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1624;Volavje ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1625;Vranov Dol;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1626;Zdihovo ;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1641;Belčići ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1642;Brezovac Žumberački ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1643;Bukovac Svetojanski ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1644;Celine;10450;4 (treći dan do 20 sati); ;Ne;Ne
1645;Dolanjski Jarak ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1646;Draga Svetojanska ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1647;Gorica Svetojanska;10450;4 (treći dan do 20 sati); ;Ne;Ne
1648;Grabarak;10450;4 (treći dan do 20 sati); ;Ne;Ne
1649;Ivančići;10450;4 (treći dan do 20 sati); ;Ne;Ne
1650;Japetić;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1651;Kupeć Dol;10450;4 (treći dan do 20 sati); ;Ne;Ne
1652;Lanišće ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1653;Miladini;10450;4 (treći dan do 20 sati); ;Ne;Ne
1654;Paljugi ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1655;Pavlanci;10450;2 (drugi dan do 15 sati); ;Ne;Ne
1656;Pavkovići;10450;4 (treći dan do 20 sati); ;Ne;Ne
1657;Prodin Dol;10450;4 (treći dan do 20 sati); ;Ne;Ne
1658;Redovje ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1659;Srednjak;10450;4 (treći dan do 20 sati); ;Ne;Ne
1660;Špigelski Breg ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1661;Tihočaj;10450;4 (treći dan do 20 sati); ;Ne;Ne
1662;Toplice ;10450;4 (treći dan do 20 sati); ;Ne;Ne
1585;Donja Zdenčina ;10451;4 (treći dan do 20 sati); ;Ne;Ne
1593;Gornja Zdenčina;10451;4 (treći dan do 20 sati); ;Ne;Ne
1603;Kupinec ;10451;4 (treći dan do 20 sati); ;Ne;Ne
1627;Bratina ;10451;4 (treći dan do 20 sati); ;Ne;Ne
1628;Bregana Pisarovinska;10451;4 (treći dan do 20 sati); ;Ne;Ne
1629;Donja Kupčina;10451;4 (treći dan do 20 sati); ;Ne;Ne
1630;Dvoranci;10451;4 (treći dan do 20 sati); ;Ne;Ne
1631;Gorica Jamnička;10451;4 (treći dan do 20 sati); ;Ne;Ne
1632;Gradec Pokupski ;10451;4 (treći dan do 20 sati); ;Ne;Ne
1633;Jamnica Pisarovinska;10451;4 (treći dan do 20 sati); ;Ne;Ne
1634;Lijevo Sredičko;10451;4 (treći dan do 20 sati); ;Ne;Ne
1635;Lučelnica;10451;4 (treći dan do 20 sati); ;Ne;Ne
1636;Pisarovina;10451;4 (treći dan do 20 sati); ;Ne;Ne
1637;Podgorje Jamničko;10451;4 (treći dan do 20 sati); ;Ne;Ne
1638;Selsko Brdo ;10451;4 (treći dan do 20 sati); ;Ne;Ne
1639;Topolovec Pisarovinski;10451;4 (treći dan do 20 sati); ;Ne;Ne
1640;Velika Jamnička;10451;4 (treći dan do 20 sati); ;Ne;Ne
1663;Brezarić ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1664;Brlenić;10454;4 (treći dan do 20 sati); ;Ne;Ne
1665;Bukovica Prekriška ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1666;Careva Draga;10454;4 (treći dan do 20 sati); ;Ne;Ne
1667;Dol ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1668;Donje Prekrižje;10454;4 (treći dan do 20 sati); ;Ne;Ne
1669;Gornja Kupčina ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1670;Gornje Prekrižje ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1671;Gračac Slavetički ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1672;Hrženik;10454;4 (treći dan do 20 sati); ;Ne;Ne
1673;Hutin ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1674;Jezerine;10454;4 (treći dan do 20 sati); ;Ne;Ne
1675;Kostel Pribićki;10454;4 (treći dan do 20 sati); ;Ne;Ne
1676;Krašić;10454;4 (treći dan do 20 sati); ;Ne;Ne
1677;Krnežići;10454;4 (treći dan do 20 sati); ;Ne;Ne
1678;Krupače;10454;4 (treći dan do 20 sati); ;Ne;Ne
1679;Kučer;10454;4 (treći dan do 20 sati); ;Ne;Ne
1680;Kurpezova Gorica;10454;4 (treći dan do 20 sati); ;Ne;Ne
1681;Pesak ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1682;Pribić ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1683;Pribić Crkveni ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1684;Radina Gorica ;10454;4 (treći dan do 20 sati); ;Ne;Ne
1685;Rude Pribićke;10454;4 (treći dan do 20 sati); ;Ne;Ne
1686;Strmec Pribićki;10454;4 (treći dan do 20 sati); ;Ne;Ne
